source_file,job_name,point_id,datetime_local,datetime_utc,latitude_dd,longitude_dd,ellipsoidal_elev_m,northing_m,easting_m,elevation_m,nor_min,nor_max,nor_avg,nor_sd,eas_min,eas_max,eas_avg,eas_sd,elv_min,elv_max,elv_avg,elv_sd,nrms_avg,nrms_sd,nrms_min,nrms_max,erms_avg,erms_sd,erms_min,erms_max,hrms_avg,hrms_sd,hrms_min,hrms_max,vrms_avg,vrms_sd,vrms_min,vrms_max,hdop_avg,hdop_min,hdop_max,vdop_avg,vdop_min,vdop_max,pdop_avg,pdop_min,pdop_max,age_avg,age_min,age_max,sats_avg,sats_min,sats_max,fix_hrms,fix_vrms,fix_status,fix_sats,fix_age,fix_pdop,fix_hdop,fix_vdop,fix_tdop,fix_gdop,fix_nrms,fix_erms,valid_readings_xy,valid_readings_z,g1_base_point,g1_dx,g1_dy,g1_dz,g2_vx,g2_vy,g2_vz,g3_xy,g3_xz,g3_yz,base_lat,base_lon,base_elev,rover_hr_m,projection,equipment,geoid_file,rtk_method
BASS_02-22-2026(TDS).rw5,22 FEB 3;30 BASS,199,2026-02-22 16:35:59,2026-02-22 21:36:14,29.230532122184,-81.045712763088,-26.714616,559682.4621,191988.2728,-0.1848,559682.4473,559682.4822,559682.4621,0.011,191988.2641,191988.2803,191988.2728,0.0061,-0.1881,-0.1824,-0.1848,0.0017,0.01,0.0,0.01,0.01,0.0095,0.0005,0.009,0.01,0.0141,0.0001,0.0139,0.0143,0.0373,0.0003,0.0369,0.0377,0.8219,0.8218,0.822,2.4398,2.4397,2.44,2.5746,2.5744,2.5747,0.5,0.0,1.0,16,16,16,0.014,0.037,FIXED,16,1.0,2.575,0.822,2.44,1.727,3.101,0.01,0.009,6,6,0000_BASE_1,1799.48311,5051.63929,8365.80319,0.00012598,0.00115604,0.00031017,-0.00019186,0.00010239,-0.00047634,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-22-2026(TDS).rw5,22 FEB 3;30 BASS,200,2026-02-22 16:36:48,2026-02-22 21:37:04,29.230500461574,-81.045711359161,-26.321887,559672.7142,191988.6445,0.2078,559672.7097,559672.7185,559672.7142,0.0032,191988.6294,191988.6542,191988.6445,0.0089,0.2012,0.2134,0.2078,0.0043,0.0092,0.0004,0.009,0.01,0.0083,0.0005,0.008,0.009,0.0124,0.0002,0.0122,0.0127,0.0331,0.0004,0.0325,0.0337,0.8241,0.824,0.8242,2.4415,2.4415,2.4416,2.5768,2.5767,2.5769,0.1667,0.0,1.0,16,16,16,0.012,0.032,FIXED,16,0.0,2.577,0.824,2.442,1.729,3.103,0.009,0.008,6,6,0000_BASE_1,1800.65159,5046.6346,8357.50194,9.854e-05,0.0009067,0.00024314,-0.00015185,8.079e-05,-0.00037404,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-22-2026(TDS).rw5,22 FEB 3;30 BASS,201,2026-02-22 16:37:27,2026-02-22 21:37:43,29.230467206466,-81.045674538468,-27.153694,559662.4687,191998.5656,-0.6241,559662.4639,559662.4738,559662.4687,0.0031,191998.5619,191998.5713,191998.5656,0.0032,-0.6342,-0.6135,-0.6241,0.0061,0.009,0.0006,0.008,0.01,0.0083,0.0005,0.008,0.009,0.0122,0.0006,0.0114,0.0132,0.0325,0.0016,0.0303,0.035,0.8259,0.8257,0.826,2.4417,2.4417,2.4418,2.5776,2.5776,2.5776,0.1667,0.0,1.0,16,16,16,0.013,0.035,FIXED,16,1.0,2.578,0.826,2.442,1.729,3.104,0.01,0.009,6,6,0000_BASE_1,1811.12687,5043.92646,8348.17206,9.58e-05,0.00087795,0.00023548,-0.00014821,7.847e-05,-0.00036191,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-22-2026(TDS).rw5,22 FEB 3;30 BASS,202,2026-02-22 16:38:01,2026-02-22 21:38:17,29.230435029928,-81.04567653206,-26.658314,559652.5627,191998.0211,-0.1288,559652.5507,559652.5693,559652.5627,0.0059,191998.0034,191998.0394,191998.0211,0.0129,-0.1399,-0.1186,-0.1288,0.0076,0.009,0.0,0.009,0.009,0.009,0.0,0.009,0.009,0.0128,0.0001,0.0127,0.0129,0.034,0.0002,0.0337,0.0343,0.8274,0.8273,0.8275,2.4412,2.4411,2.4412,2.5776,2.5775,2.5776,0.3333,0.0,1.0,16,16,16,0.013,0.034,FIXED,16,0.0,2.578,0.827,2.441,1.728,3.103,0.009,0.009,6,6,0000_BASE_1,1811.41622,5038.61442,8339.78276,0.00010465,0.00095668,0.00025665,-0.00016256,8.576e-05,-0.00039424,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-22-2026(TDS).rw5,22 FEB 3;30 BASS,203,2026-02-22 16:38:51,2026-02-22 21:39:03,29.230402728403,-81.045638259109,-27.564982,559642.6105,192008.334,-1.0355,559642.5819,559642.6216,559642.6105,0.0139,192008.321,192008.3495,192008.334,0.0094,-1.0441,-1.0249,-1.0355,0.0069,0.0133,0.0005,0.013,0.014,0.0127,0.0009,0.012,0.014,0.0184,0.0007,0.0177,0.0194,0.0434,0.0003,0.0431,0.044,0.7547,0.6752,0.7946,1.9006,1.632,2.0355,2.0451,1.7661,2.1851,0.1667,0.0,1.0,17,17,17,0.018,0.043,FIXED,17,0.0,2.185,0.795,2.036,1.396,2.593,0.013,0.012,6,6,0000_BASE_1,1822.24594,5036.1738,8330.67197,0.00021722,0.00163173,0.00037642,-0.00029722,0.0001384,-0.00058746,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-22-2026(TDS).rw5,22 FEB 3;30 BASS,204,2026-02-22 16:39:25,2026-02-22 21:39:41,29.230403249615,-81.045675320612,-26.206603,559642.778,191998.3408,0.3228,559642.7696,559642.7832,559642.778,0.0047,191998.332,191998.3471,191998.3408,0.0046,0.3191,0.3283,0.3228,0.0037,0.0135,0.0005,0.013,0.014,0.0132,0.0004,0.013,0.014,0.0191,0.0002,0.0189,0.0194,0.0428,0.0003,0.0423,0.0434,0.6763,0.6762,0.6763,1.6369,1.6366,1.6372,1.7711,1.7708,1.7714,0.3333,0.0,1.0,17,17,17,0.019,0.043,FIXED,17,1.0,1.771,0.676,1.637,1.138,2.105,0.014,0.014,6,6,0000_BASE_1,1812.5442,5033.5331,8331.47831,0.00025459,0.00153294,0.00041339,-0.00034068,0.0001601,-0.00058643,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-22-2026(TDS).rw5,22 FEB 3;30 BASS,205,2026-02-22 16:40:10,2026-02-22 21:40:26,29.230370933168,-81.045638177738,-26.940158,559632.8215,192008.349,-0.4108,559632.8071,559632.8396,559632.8215,0.0108,192008.3384,192008.363,192008.349,0.0097,-0.4175,-0.4072,-0.4108,0.0036,0.0115,0.0005,0.011,0.012,0.0105,0.0005,0.01,0.011,0.0155,0.0004,0.0151,0.0162,0.0387,0.0004,0.0383,0.0394,0.8076,0.7974,0.8127,2.0775,2.0627,2.0858,2.2289,2.2115,2.2385,0.3333,0.0,1.0,18,18,18,0.015,0.038,FIXED,18,0.0,2.239,0.813,2.086,1.427,2.655,0.011,0.01,6,6,0000_BASE_1,1823.09662,5030.894,8322.44845,0.00014903,0.00129322,0.00029821,-0.0002206,0.00010609,-0.00047696,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-22-2026(TDS).rw5,22 FEB 3;30 BASS,206,2026-02-22 16:40:37,2026-02-22 21:40:53,29.230338531403,-81.045637977875,-26.428399,559622.8457,192008.3959,0.1008,559622.8396,559622.8507,559622.8457,0.0033,192008.3897,192008.4063,192008.3959,0.0065,0.098,0.1037,0.1008,0.0024,0.009,0.0,0.009,0.009,0.008,0.0,0.008,0.008,0.0121,0.0002,0.0119,0.0124,0.0307,0.0004,0.0303,0.0313,0.813,0.813,0.813,2.0964,2.095,2.0977,2.2485,2.2472,2.2497,0.1667,0.0,1.0,17,17,17,0.012,0.03,FIXED,17,0.0,2.25,0.813,2.098,1.435,2.668,0.009,0.008,6,6,0000_BASE_1,1823.97778,5025.62598,8314.00673,9.193e-05,0.00080246,0.00019269,-0.00013935,6.829e-05,-0.0003037,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-22-2026(TDS).rw5,22 FEB 3;30 BASS,207,2026-02-22 16:43:48,2026-02-22 21:44:04,29.230370566162,-81.045600248965,-27.360987,559632.7013,192018.5761,-0.8316,559632.6893,559632.7088,559632.7013,0.0063,192018.5632,192018.5896,192018.5761,0.0099,-0.8379,-0.8248,-0.8316,0.0049,0.009,0.0,0.009,0.009,0.009,0.0,0.009,0.009,0.0128,0.0001,0.0127,0.0129,0.0303,0.0002,0.03,0.0305,0.6998,0.6852,0.7072,1.5904,1.5678,1.602,1.7376,1.711,1.7512,0.1667,0.0,1.0,17,17,17,0.013,0.03,FIXED,17,1.0,1.751,0.707,1.602,1.064,2.049,0.009,0.009,6,6,0000_BASE_1,1833.15242,5032.78694,8322.1435,0.00011702,0.0007497,0.00021627,-0.00017614,8.772e-05,-0.0003028,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-22-2026(TDS).rw5,22 FEB 3;30 BASS,208,2026-02-22 16:44:23,2026-02-22 21:44:40,29.230402907333,-81.045600479909,-27.392601,559642.6584,192018.5208,-0.8631,559642.6386,559642.6707,559642.6584,0.0109,192018.5077,192018.5306,192018.5208,0.0081,-0.8681,-0.8573,-0.8631,0.0045,0.01,0.0,0.01,0.01,0.009,0.0,0.009,0.009,0.0134,0.0,0.0134,0.0134,0.0318,0.0,0.0317,0.0318,0.6859,0.6858,0.6859,1.5699,1.5698,1.5701,1.7132,1.7131,1.7134,0.3333,0.0,1.0,17,17,17,0.013,0.032,FIXED,17,1.0,1.713,0.686,1.57,1.049,2.009,0.01,0.009,6,6,0000_BASE_1,1832.32924,5037.63132,8330.80455,0.00012846,0.00082318,0.00023763,-0.00019447,9.677e-05,-0.00033345,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-22-2026(TDS).rw5,22 FEB 3;30 BASS,209,2026-02-22 16:45:16,2026-02-22 21:45:32,29.230435540182,-81.045637909326,-27.746749,559652.7124,192008.4354,-1.2172,559652.7033,559652.7357,559652.7124,0.0108,192008.4229,192008.4428,192008.4354,0.0071,-1.2226,-1.2113,-1.2172,0.004,0.008,0.0,0.008,0.008,0.008,0.0,0.008,0.008,0.0114,0.0002,0.011,0.0118,0.0271,0.0006,0.0262,0.028,0.6943,0.6867,0.7318,1.5934,1.5721,1.7001,1.7381,1.7155,1.8509,0.5,0.0,1.0,17,17,17,0.011,0.027,FIXED,17,0.0,1.716,0.687,1.572,1.051,2.012,0.008,0.008,6,6,0000_BASE_1,1821.54616,5041.24196,8339.38559,9.171e-05,0.00060111,0.00016986,-0.00014013,6.902e-05,-0.00024106,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-22-2026(TDS).rw5,22 FEB 3;30 BASS,210,2026-02-22 16:45:48,2026-02-22 21:46:04,29.230467638281,-81.045638637546,-27.627878,559662.5948,192008.246,-1.0982,559662.5826,559662.608,559662.5948,0.0091,192008.2409,192008.2611,192008.246,0.0071,-1.0999,-1.0947,-1.0982,0.0019,0.009,0.0,0.009,0.009,0.009,0.0,0.009,0.009,0.0129,0.0001,0.0127,0.013,0.0307,0.0004,0.0301,0.031,0.6873,0.6872,0.6873,1.573,1.5729,1.5731,1.7166,1.7165,1.7167,0.3333,0.0,1.0,17,17,17,0.013,0.031,FIXED,17,1.0,1.717,0.687,1.573,1.052,2.013,0.009,0.009,6,6,0000_BASE_1,1820.61653,5045.89976,8348.05524,0.00011958,0.00076588,0.000221,-0.00018248,9.041e-05,-0.00031123,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-22-2026(TDS).rw5,22 FEB 3;30 BASS,211,2026-02-22 16:46:19,2026-02-22 21:46:34,29.230500496381,-81.045637135784,-27.429068,559672.7108,192008.6581,-0.8993,559672.7015,559672.7243,559672.7108,0.0086,192008.64,192008.6671,192008.6581,0.0088,-0.9038,-0.8951,-0.8993,0.0029,0.01,0.0,0.01,0.01,0.0092,0.0004,0.009,0.01,0.0134,0.0001,0.0133,0.0137,0.032,0.0003,0.0317,0.0325,0.6878,0.6877,0.6878,1.5736,1.5735,1.5736,1.7173,1.7172,1.7173,0.1667,0.0,1.0,17,17,17,0.013,0.032,FIXED,17,0.0,1.717,0.688,1.574,1.053,2.015,0.01,0.009,6,6,0000_BASE_1,1820.27395,5050.69541,8356.96801,0.00013028,0.00083423,0.00024103,-0.0001998,9.898e-05,-0.00034002,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-22-2026(TDS).rw5,22 FEB 3;30 BASS,212,2026-02-22 16:46:58,2026-02-22 21:47:14,29.230499018522,-81.045675963315,-27.479512,559672.2632,191998.1883,-0.9498,559672.2536,559672.2674,559672.2632,0.0048,191998.1801,191998.1933,191998.1883,0.0046,-0.9537,-0.9457,-0.9498,0.0024,0.009,0.0,0.009,0.009,0.0088,0.0004,0.008,0.009,0.0125,0.0001,0.0124,0.0128,0.0303,0.0003,0.03,0.0308,0.7098,0.7098,0.7098,1.6264,1.6261,1.6267,1.7745,1.7742,1.7749,0.1667,0.0,1.0,17,17,17,0.013,0.031,FIXED,17,0.0,1.775,0.71,1.627,1.082,2.079,0.009,0.009,6,6,0000_BASE_1,1809.9583,5048.89527,8356.54678,0.00011219,0.00075257,0.00021294,-0.00017216,8.488e-05,-0.000306,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-22-2026(TDS).rw5,22 FEB 3;30 BASS,213,2026-02-22 16:47:26,2026-02-22 21:47:42,29.230532438773,-81.045673953071,-27.482558,559682.5521,191998.7376,-0.9527,559682.5443,559682.557,559682.5521,0.0045,191998.7179,191998.7618,191998.7376,0.0159,-0.9579,-0.9481,-0.9527,0.0036,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.0141,0.0002,0.0138,0.0144,0.0338,0.0005,0.0331,0.0345,0.7102,0.7101,0.7102,1.6293,1.6291,1.6297,1.7774,1.7771,1.7777,0.1667,0.0,1.0,16,16,16,0.014,0.034,FIXED,16,0.0,1.778,0.71,1.63,1.084,2.082,0.01,0.01,6,6,0000_BASE_1,1809.71075,5053.96984,8365.51131,0.00014525,0.00092941,0.00026928,-0.00022398,0.00011072,-0.00038019,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-22-2026(TDS).rw5,22 FEB 3;30 BASS,214,2026-02-22 16:47:55,2026-02-22 21:48:11,29.230565039459,-81.045674602299,-27.390411,559692.5893,191998.5697,-0.8605,559692.5847,559692.5965,559692.5893,0.0041,191998.551,191998.5791,191998.5697,0.0098,-0.8675,-0.8535,-0.8605,0.0048,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.0139,0.0002,0.0135,0.0143,0.0333,0.0005,0.0326,0.0341,0.7106,0.7105,0.7106,1.6322,1.6319,1.6325,1.7802,1.7799,1.7805,0.1667,0.0,1.0,16,16,16,0.014,0.033,FIXED,16,0.0,1.78,0.711,1.633,1.086,2.086,0.01,0.01,6,6,0000_BASE_1,1808.78678,5058.729,8374.30267,0.0001406,0.00089906,0.00026076,-0.00021773,0.00010762,-0.00036874,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-22-2026(TDS).rw5,22 FEB 3;30 BASS,215,2026-02-22 16:48:24,2026-02-22 21:48:40,29.230597735657,-81.045712997464,-27.456518,559702.663,191988.2239,-0.9265,559702.6556,559702.6718,559702.663,0.0056,191988.2161,191988.2329,191988.2239,0.0068,-0.9338,-0.9201,-0.9265,0.0044,0.0107,0.0005,0.01,0.011,0.01,0.0,0.01,0.01,0.0146,0.0002,0.0144,0.0149,0.0351,0.0004,0.0345,0.0357,0.711,0.7109,0.711,1.6349,1.6347,1.6351,1.7828,1.7826,1.783,0.1667,0.0,1.0,16,16,16,0.015,0.035,FIXED,16,0.0,1.783,0.711,1.635,1.088,2.089,0.011,0.01,6,6,0000_BASE_1,1797.7839,5062.0609,8383.042,0.0001568,0.00100191,0.00029072,-0.0002432,0.00012003,-0.00041126,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-22-2026(TDS).rw5,22 FEB 3;30 BASS,216,2026-02-22 16:48:54,2026-02-22 21:49:10,29.230630345967,-81.045712559292,-27.468239,559712.7029,191988.3492,-0.9381,559712.6909,559712.7091,559712.7029,0.0061,191988.3383,191988.3651,191988.3492,0.0086,-0.9467,-0.9334,-0.9381,0.0046,0.011,0.0,0.011,0.011,0.011,0.0,0.011,0.011,0.0155,0.0002,0.0153,0.0158,0.0373,0.0003,0.0369,0.0379,0.7114,0.7113,0.7114,1.6373,1.6371,1.6375,1.7852,1.785,1.7854,0.1667,0.0,1.0,16,16,16,0.016,0.038,FIXED,16,0.0,1.785,0.711,1.638,1.09,2.092,0.011,0.011,6,6,0000_BASE_1,1797.13536,5066.95639,8391.78496,0.00017629,0.00112537,0.00032697,-0.00027456,0.00013553,-0.00046322,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-22-2026(TDS).rw5,22 FEB 3;30 BASS,217,2026-02-22 16:49:34,2026-02-22 21:49:50,29.230661319453,-81.045748782843,-27.782507,559722.2458,191978.5887,-1.2523,559722.2302,559722.2537,559722.2458,0.008,191978.5753,191978.6005,191978.5887,0.0097,-1.2597,-1.2396,-1.2523,0.0079,0.011,0.0,0.011,0.011,0.0107,0.0005,0.01,0.011,0.0153,0.0001,0.0151,0.0155,0.0368,0.0003,0.0365,0.0373,0.7119,0.7119,0.7119,1.6403,1.6402,1.6404,1.7881,1.788,1.7883,0.1667,0.0,1.0,16,16,16,0.015,0.037,FIXED,16,0.0,1.788,0.712,1.64,1.093,2.096,0.011,0.011,6,6,0000_BASE_1,1786.71784,5070.3356,8399.94033,0.000172,0.00109649,0.000319,-0.00026882,0.00013257,-0.00045239,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-22-2026(TDS).rw5,22 FEB 3;30 BASS,218,2026-02-22 16:50:04,2026-02-22 21:50:20,29.230662312735,-81.045712797578,-27.521414,559722.5447,191988.2919,-0.9912,559722.5268,559722.5538,559722.5447,0.009,191988.2755,191988.3163,191988.2919,0.0168,-0.9957,-0.9853,-0.9912,0.0037,0.011,0.0,0.011,0.011,0.0102,0.0004,0.01,0.011,0.0148,0.0001,0.0148,0.015,0.0359,0.0001,0.0358,0.0361,0.7123,0.7122,0.7123,1.6422,1.6421,1.6424,1.79,1.7899,1.7902,0.1667,0.0,1.0,16,16,16,0.015,0.036,FIXED,16,0.0,1.79,0.712,1.642,1.094,2.098,0.011,0.01,6,6,0000_BASE_1,1796.31609,5071.76325,8400.33492,0.0001637,0.00104237,0.00030369,-0.0002568,0.00012665,-0.00043119,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-22-2026(TDS).rw5,22 FEB 3;30 BASS,219,2026-02-22 16:50:46,2026-02-22 21:51:02,29.230695093006,-81.045749928607,-27.782705,559732.6441,191978.2871,-1.2524,559732.6401,559732.6497,559732.6441,0.0039,191978.2814,191978.2944,191978.2871,0.0049,-1.2603,-1.2451,-1.2524,0.005,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.0143,0.0001,0.0142,0.0143,0.0359,0.0002,0.0357,0.0361,0.7529,0.7528,0.7529,1.8239,1.8234,1.8244,1.9732,1.9727,1.9737,0.3333,0.0,1.0,16,16,16,0.014,0.036,FIXED,16,1.0,1.974,0.753,1.824,1.201,2.31,0.01,0.01,6,6,0000_BASE_1,1785.62166,5075.32861,8409.001,0.00014629,0.00106531,0.00027993,-0.00024423,0.00011663,-0.00042189,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
