source_file,job_name,point_id,datetime_local,datetime_utc,latitude_dd,longitude_dd,ellipsoidal_elev_m,northing_m,easting_m,elevation_m,nor_min,nor_max,nor_avg,nor_sd,eas_min,eas_max,eas_avg,eas_sd,elv_min,elv_max,elv_avg,elv_sd,nrms_avg,nrms_sd,nrms_min,nrms_max,erms_avg,erms_sd,erms_min,erms_max,hrms_avg,hrms_sd,hrms_min,hrms_max,vrms_avg,vrms_sd,vrms_min,vrms_max,hdop_avg,hdop_min,hdop_max,vdop_avg,vdop_min,vdop_max,pdop_avg,pdop_min,pdop_max,age_avg,age_min,age_max,sats_avg,sats_min,sats_max,fix_hrms,fix_vrms,fix_status,fix_sats,fix_age,fix_pdop,fix_hdop,fix_vdop,fix_tdop,fix_gdop,fix_nrms,fix_erms,valid_readings_xy,valid_readings_z,g1_base_point,g1_dx,g1_dy,g1_dz,g2_vx,g2_vy,g2_vz,g3_xy,g3_xz,g3_yz,base_lat,base_lon,base_elev,rover_hr_m,projection,equipment,geoid_file,rtk_method
BASS_02-10-2026(TDS).rw5,2026-02-10_BASS,124,2026-02-10 07:44:24,2026-02-10 12:44:40,29.231084587495,-81.050120605362,-23.736297,559852.6316,191878.4244,2.7948,559852.6276,559852.6369,559852.6316,0.0033,191878.4175,191878.429,191878.4244,0.0037,2.7932,2.7994,2.7948,0.0021,0.008,0.0,0.008,0.008,0.009,0.0,0.009,0.009,0.0124,0.0002,0.0121,0.0126,0.021,0.0003,0.0207,0.0214,0.7563,0.7563,0.7563,1.4043,1.404,1.4046,1.595,1.5947,1.5953,0.3333,0.0,1.0,14,14,14,0.012,0.021,FIXED,14,1.0,1.595,0.756,1.405,0.897,1.83,0.008,0.009,6,6,0000_BASE_1,1678.3017,5114.48609,8515.47957,0.00010097,0.00036325,0.00013122,-6.783e-05,3.956e-05,-0.0001407,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-10-2026(TDS).rw5,2026-02-10_BASS,6,2026-02-10 07:47:03,2026-02-10 12:47:14,29.231116834674,-81.050083953775,-24.223316,559862.5527,191888.3141,2.3079,559862.5455,559862.558,559862.5527,0.0043,191888.3052,191888.3171,191888.3141,0.0041,2.3053,2.3117,2.3079,0.0023,0.0082,0.0004,0.008,0.009,0.0095,0.0005,0.009,0.01,0.0127,0.0001,0.0126,0.013,0.0218,0.0002,0.0217,0.0222,0.7577,0.7577,0.7577,1.4191,1.4188,1.4193,1.6087,1.6084,1.6089,0.5,0.0,1.0,14,14,14,0.013,0.022,FIXED,14,0.0,1.609,0.758,1.419,0.909,1.848,0.008,0.009,6,6,0000_BASE_1,1687.24447,5121.25024,8523.89177,0.00010831,0.00038958,0.00013827,-7.616e-05,4.392e-05,-0.00015074,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-10-2026(TDS).rw5,2026-02-10_BASS,7,2026-02-10 07:48:00,2026-02-10 12:48:14,29.231116973552,-81.050046893113,-24.604646,559862.5883,191898.307,1.9266,559862.5854,559862.5936,559862.5883,0.003,191898.299,191898.3123,191898.307,0.0044,1.9224,1.9314,1.9266,0.0033,0.0092,0.0004,0.009,0.01,0.0108,0.0004,0.01,0.011,0.0142,0.0004,0.0137,0.0149,0.0245,0.0006,0.0235,0.0255,0.7584,0.7583,0.7584,1.424,1.4237,1.4242,1.6133,1.6131,1.6135,0.3333,0.0,1.0,14,14,14,0.014,0.023,FIXED,14,1.0,1.614,0.758,1.424,0.914,1.854,0.009,0.01,6,6,0000_BASE_1,1697.06235,5123.14814,8523.74191,0.00013714,0.00049183,0.00017423,-9.775e-05,5.633e-05,-0.00019076,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-10-2026(TDS).rw5,2026-02-10_BASS,125,2026-02-10 07:53:30,2026-02-10 12:53:37,29.230987310655,-81.050083282591,-23.557026,559822.6751,191888.4665,2.9738,559822.6708,559822.6804,559822.6751,0.003,191888.4642,191888.4687,191888.4665,0.0017,2.9702,2.9773,2.9738,0.0024,0.009,0.0,0.009,0.009,0.01,0.0,0.01,0.01,0.0134,0.0002,0.0131,0.0136,0.0234,0.0003,0.0229,0.0237,0.7633,0.7633,0.7634,1.4415,1.4414,1.4416,1.6311,1.631,1.6312,0.3333,0.0,1.0,14,14,14,0.013,0.023,FIXED,14,1.0,1.631,0.763,1.442,0.933,1.879,0.009,0.01,6,6,0000_BASE_1,1690.54628,5101.3725,8489.47034,0.00012476,0.00044569,0.00015613,-9.583e-05,5.396e-05,-0.00017456,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-10-2026(TDS).rw5,2026-02-10_BASS,126,2026-02-10 07:55:42,2026-02-10 12:55:55,29.231019843965,-81.050083365063,-24.022036,559832.6914,191888.4514,2.5089,559832.6843,559832.6972,559832.6914,0.004,191888.4489,191888.455,191888.4514,0.0022,2.5066,2.5137,2.5089,0.0024,0.009,0.0,0.009,0.009,0.01,0.0,0.01,0.01,0.0133,0.0002,0.013,0.0135,0.0223,0.0002,0.022,0.0226,0.7179,0.7179,0.7179,1.2204,1.2204,1.2205,1.4159,1.4159,1.416,0.6667,0.0,1.0,15,15,15,0.013,0.022,FIXED,15,0.0,1.416,0.718,1.22,0.8,1.626,0.009,0.01,6,6,0000_BASE_1,1689.69969,5106.62511,8497.97013,0.0001087,0.00042322,0.00014088,-6.876e-05,3.362e-05,-0.00015038,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-10-2026(TDS).rw5,2026-02-10_BASS,127,2026-02-10 07:59:27,2026-02-10 12:59:42,29.231051944025,-81.050082970759,-24.295989,559842.5742,191888.5648,2.235,559842.5695,559842.579,559842.5742,0.0035,191888.5578,191888.5748,191888.5648,0.0064,2.2326,2.2372,2.235,0.0015,0.0093,0.0005,0.009,0.01,0.0103,0.0005,0.01,0.011,0.014,0.0001,0.0139,0.014,0.0237,0.0001,0.0235,0.0238,0.7182,0.7181,0.7182,1.2238,1.2238,1.2238,1.4189,1.4189,1.4189,0.1667,0.0,1.0,15,15,15,0.014,0.024,FIXED,15,0.0,1.419,0.718,1.224,0.806,1.632,0.009,0.01,6,6,0000_BASE_1,1688.73831,5111.72205,8506.6287,0.00011313,0.00044128,0.00014639,-7.449e-05,3.601e-05,-0.00015745,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-10-2026(TDS).rw5,2026-02-10_BASS,128,2026-02-10 08:00:37,2026-02-10 13:00:52,29.23108415966,-81.050083333435,-24.265042,559852.4927,191888.4741,2.2661,559852.4904,559852.4942,559852.4927,0.0014,191888.4727,191888.4768,191888.4741,0.0014,2.2618,2.2705,2.2661,0.0028,0.008,0.0,0.008,0.008,0.009,0.0,0.009,0.009,0.0124,0.0001,0.0122,0.0126,0.0216,0.0002,0.0214,0.022,0.7764,0.7763,0.7765,1.4181,1.418,1.4182,1.6167,1.6166,1.6168,0.3333,0.0,1.0,14,14,14,0.012,0.022,FIXED,14,0.0,1.617,0.776,1.418,0.974,1.887,0.008,0.009,6,6,0000_BASE_1,1688.16923,5116.43512,8515.10534,9.349e-05,0.00040179,0.00012611,-4.603e-05,2.305e-05,-0.00014746,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-10-2026(TDS).rw5,2026-02-10_BASS,129,2026-02-10 08:01:22,2026-02-10 13:01:37,29.231117350895,-81.050083263596,-24.232704,559862.7115,191888.5003,2.2985,559862.7091,559862.7129,559862.7115,0.0013,191888.4984,191888.504,191888.5003,0.002,2.2951,2.3019,2.2985,0.0023,0.007,0.0,0.007,0.007,0.0078,0.0004,0.007,0.008,0.01,0.0002,0.0097,0.0101,0.0175,0.0002,0.017,0.0177,0.775,0.775,0.7751,1.4171,1.4171,1.4172,1.6152,1.6151,1.6153,0.3333,0.0,1.0,14,14,14,0.01,0.018,FIXED,14,1.0,1.615,0.775,1.417,0.974,1.886,0.007,0.008,6,6,0000_BASE_1,1687.41497,5121.36421,8524.02566,6.14e-05,0.00026282,8.303e-05,-3.083e-05,1.54e-05,-9.671e-05,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-10-2026(TDS).rw5,2026-02-10_BASS,130,2026-02-10 08:02:49,2026-02-10 13:03:05,29.231117413183,-81.050046965009,-24.631809,559862.7237,191898.2877,1.8995,559862.7188,559862.7273,559862.7237,0.003,191898.2832,191898.2938,191898.2877,0.0036,1.8946,1.9041,1.8995,0.003,0.006,0.0,0.006,0.006,0.007,0.0,0.007,0.007,0.0096,0.0001,0.0095,0.0098,0.0169,0.0002,0.0166,0.0171,0.7726,0.7725,0.7727,1.4145,1.4144,1.4146,1.6117,1.6116,1.6119,0.1667,0.0,1.0,14,14,14,0.01,0.017,FIXED,14,0.0,1.612,0.773,1.414,0.974,1.883,0.006,0.007,6,6,0000_BASE_1,1696.92028,5123.18435,8523.8361,6.007e-05,0.00025634,8.146e-05,-3.107e-05,1.541e-05,-9.465e-05,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
BASS_02-10-2026(TDS).rw5,2026-02-10_BASS,131,2026-02-10 08:03:34,2026-02-10 13:03:50,29.231084468225,-81.050047479707,-24.346803,559852.5808,191898.1416,2.1844,559852.5785,559852.5834,559852.5808,0.0016,191898.1359,191898.1483,191898.1416,0.004,2.181,2.1873,2.1844,0.0025,0.008,0.0,0.008,0.008,0.009,0.0,0.009,0.009,0.0119,0.0003,0.0116,0.0126,0.0208,0.0005,0.0204,0.0218,0.7714,0.7713,0.7715,1.4127,1.4126,1.4128,1.6096,1.6095,1.6098,0.5,0.0,1.0,14,14,14,0.012,0.021,FIXED,14,1.0,1.609,0.771,1.413,0.973,1.881,0.008,0.009,6,6,0000_BASE_1,1697.70209,5118.05003,8515.148,8.702e-05,0.00037087,0.00011819,-4.586e-05,2.263e-05,-0.00013724,29.1753469711,-81.0632013205,-18.3581,2.0587,USA/NAD83(2011)/Florida (East),"Sokkia,  GRX3, SN:1468-10094, FW:5.7+2512081519","C:\Carlson Projects\Data\Geoids\ContinentalUS_NGS2018.gsb N24�00'00.0"" W130�00'00.0"" N58�00'00.0"" W060�00'00.0""","RTCM V3.0, Device: Data Collector GSM or Wifi, Network: NTRIP ORMD"
